id	name	genus	phylum	kingdom	tax2	num_M	num_bchlD	num_bchlD_fs
2961	Paenibacillus odorifer	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2962	Corynebacterium freneyi DNF00450	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	1
2963	Pseudoglutamicibacter albus DNF00011	Pseudoglutamicibacter	Actinobacteria	Bacteria	Micrococcales	0	0	0
2964	Phaeodactylibacter xiamenensis	Phaeodactylibacter	Bacteroidetes	Bacteria	Saprospiria	0	0	0
2965	Corynebacterium tuscaniense DNF00037	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
2966	Halomonas xinjiangensis	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
2967	Pseudomonas lutea	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
2968	Pantoea rwandensis	Pantoea	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2969	Mycobacterium kyorinense	Mycobacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
2970	Lysinimicrobium mangrovi	Lysinimicrobium	Actinobacteria	Bacteria	Micrococcales	0	0	0
2971	Pseudescherichia vulneris NBRC 102420	Pseudescherichia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2972	Prochlorococcus marinus str. MIT 9107	Prochlorococcus	Cyanobacteria	Bacteria	Synechococcales	1	1	0
2973	Tolypothrix bouteillei VB521301	Tolypothrix	Cyanobacteria	Bacteria	Nostocales	1	1	0
2974	Rhodococcus fascians A44A	Rhodococcus	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
2975	Pseudomonas rhizosphaerae	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
2976	Streptomyces glaucescens	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2977	Oleiagrimonas soli	Oleiagrimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2978	Modestobacter caceresii	Modestobacter	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
2979	Methanobacterium formicicum	Methanobacterium	Euryarchaeota	Archaea	Methanobacteria	1	1	1
2980	Helicobacter saguini	Helicobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
2981	Helicobacter jaachi	Helicobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
2982	Thalassospira australica	Thalassospira	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2983	Thermoactinomyces daqus	Thermoactinomyces	Firmicutes	Bacteria	Bacilli	0	0	0
2984	Microbacterium profundi	Microbacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
2985	Vibrio coralliilyticus	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2986	Thermoanaerobacter kivui	Thermoanaerobacter	Firmicutes	Bacteria	Clostridia	1	1	1
2987	Paracoccus sphaerophysae	Paracoccus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2988	Paracoccus versutus	Paracoccus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2989	Paracoccus halophilus	Paracoccus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2990	Pseudohaliea rubra DSM 19751	Pseudohaliea	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
2991	Cryobacterium roopkundense	Cryobacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
2992	Colwellia psychrerythraea	Colwellia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2993	Vibrio navarrensis	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2994	Sphingomonas taxi	Sphingomonas	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2995	Jejuia pallidilutea	Jejuia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2996	Methanococcoides methylutens	Methanococcoides	Euryarchaeota	Archaea	Methanomicrobia	0	0	0
2997	Helicobacter apodemus	Helicobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
2998	Helicobacter muridarum	Helicobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
2999	Helicobacter trogontum	Helicobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
3000	Listeria booriae	Listeria	Firmicutes	Bacteria	Bacilli	0	0	0
3001	Cellvibrio mixtus subsp. mixtus J3-8	Cellvibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3002	Corynebacterium doosanense CAU 212 = DSM 45436	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
3003	Cellulomonas cellasea DSM 20118	Cellulomonas	Actinobacteria	Bacteria	Micrococcales	0	0	0
3004	Cellulomonas bogoriensis 69B4 = DSM 16987	Cellulomonas	Actinobacteria	Bacteria	Micrococcales	0	0	0
3005	Cellulomonas carbonis T26	Cellulomonas	Actinobacteria	Bacteria	Micrococcales	0	0	0
3006	Corynebacterium auriscanis	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
3007	Novosphingobium pentaromativorans US6-1	Novosphingobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3008	Pandoraea pnomenusa	Pandoraea	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
3009	Alkalispirochaeta odontotermitis	Alkalispirochaeta	Spirochaetes	Bacteria	Spirochaetales	0	0	0
3010	Pseudooceanicola atlanticus	Pseudooceanicola	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3011	Lysobacter arseniciresistens ZS79	Lysobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3012	Lysobacter concretionis Ko07 = DSM 16239	Lysobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3013	Lysobacter daejeonensis GH1-9	Lysobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3014	Knoellia flava TL1	Knoellia	Actinobacteria	Bacteria	Micrococcales	0	0	0
3015	Knoellia subterranea KCTC 19937	Knoellia	Actinobacteria	Bacteria	Micrococcales	1	1	0
3016	Knoellia aerolata DSM 18566	Knoellia	Actinobacteria	Bacteria	Micrococcales	0	0	0
3017	Knoellia sinensis KCTC 19936	Knoellia	Actinobacteria	Bacteria	Micrococcales	1	1	0
3018	Thermococcus eurythermalis	Thermococcus	Euryarchaeota	Archaea	Thermococci	0	0	0
3019	Flavobacterium beibuense F44-8	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3020	Erwinia oleae	Erwinia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3021	Legionella norrlandica	Legionella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3022	Pontibacillus yanchengensis Y32	Pontibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3023	Pontibacillus chungwhensis BH030062	Pontibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3024	Lysobacter dokdonensis DS-58	Lysobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3025	Thermus filiformis	Thermus	Deinococcus-Thermus	Bacteria	Deinococci	0	0	0
3026	Vibrio tubiashii ATCC 19109	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3027	Chelonobacter oris	Chelonobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3028	Streptococcus phocae subsp. salmonis	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
3029	Lysinibacillus manganicus DSM 26584	Lysinibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3030	Lysinibacillus sinduriensis BLB-1 = JCM 15800	Lysinibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3031	Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529	Lysinibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3032	Lysinibacillus odysseyi 34hs-1 = NBRC 100172	Lysinibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3034	Pontibacillus litoralis JSM 072002	Pontibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3035	Halopiger salifodinae	Halopiger	Euryarchaeota	Archaea	Halobacteria	1	1	0
3036	Lactobacillus curieae	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3037	Paraburkholderia sacchari	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	2	1	1
3038	Pimelobacter simplex	Pimelobacter	Actinobacteria	Bacteria	Propionibacteriales	1	1	0
3039	Streptococcus salivarius	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
3040	Methylomonas denitrificans	Methylomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3041	Actinoplanes utahensis	Actinoplanes	Actinobacteria	Bacteria	Micromonosporales	1	1	0
3042	Kocuria polaris	Kocuria	Actinobacteria	Bacteria	Micrococcales	0	0	0
3043	Alistipes inops	Alistipes	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
3044	Streptacidiphilus melanogenes	Streptacidiphilus	Actinobacteria	Bacteria	Streptomycetales	1	1	0
3045	Flaviramulus ichthyoenteri Th78	Flaviramulus	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3046	Geoglobus acetivorans	Geoglobus	Euryarchaeota	Archaea	Archaeoglobi	0	0	0
3047	Clostridium baratii str. Sullivan	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
3048	Lacinutrix jangbogonensis	Lacinutrix	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3049	Psychroserpens jangbogonensis	Psychroserpens	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3050	Robinsoniella peoriensis	Robinsoniella	Firmicutes	Bacteria	Clostridia	0	0	0
3051	Parvimonas micra	Parvimonas	Firmicutes	Bacteria	Tissierellia	0	0	0
3052	Deinococcus swuensis	Deinococcus	Deinococcus-Thermus	Bacteria	Deinococci	0	0	0
3053	Bifidobacterium pseudolongum PV8-2	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
3054	Pseudomonas putida	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
3055	Vibrio nigripulchritudo	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3056	Novosphingobium malaysiense	Novosphingobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3057	Sinomonas humi	Sinomonas	Actinobacteria	Bacteria	Micrococcales	0	0	0
3058	Streptomyces pluripotens	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
3059	Microbacterium mangrovi	Microbacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
3060	Porphyrobacter mercurialis	Porphyrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3061	Coprobacter secundus	Coprobacter	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
3062	Sphingopyxis fribergensis	Sphingopyxis	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3063	Mycobacterium setense	Mycobacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
3064	Pseudomonas flexibilis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3065	Tepidimonas taiwanensis	Tepidimonas	Proteobacteria	Bacteria	Betaproteobacteria	1	1	1
3066	Clostridium pasteurianum DSM 525 = ATCC 6013	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
3067	Frischella perrara	Frischella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3068	Eubacterium limosum	Eubacterium	Firmicutes	Bacteria	Clostridia	0	0	0
3069	Flammeovirga pacifica	Flammeovirga	Bacteroidetes	Bacteria	Cytophagia	2	2	0
3070	Novosphingobium subterraneum	Novosphingobium	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
3071	Quasibacillus thermotolerans	Quasibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3072	Halocynthiibacter arcticus	Halocynthiibacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3073	Halocynthiibacter namhaensis	Halocynthiibacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3074	Chryseobacterium solincola	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3075	Sulfurospirillum arsenophilum NBRC 109478	Sulfurospirillum	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
3076	Flavihumibacter solisilvae	Flavihumibacter	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
3077	Coxiella endosymbiont of Amblyomma americanum	Coxiella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3078	Mycoplasma flocculare ATCC 27399	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
3079	Xanthomonas sacchari	Xanthomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3080	Allofrancisella guangzhouensis	Allofrancisella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3081	Staphylococcus hyicus	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
3082	Thermococcus guaymasensis DSM 11113	Thermococcus	Euryarchaeota	Archaea	Thermococci	0	0	0
3083	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	Pseudothermotoga	Thermotogae	Bacteria	Thermotogales	0	0	0
3084	Campylobacter insulaenigrae NCTC 12927	Campylobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
3085	Campylobacter volucris LMG 24379	Campylobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
3086	Acinetobacter harbinensis	Acinetobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3087	Rhizobium gallicum bv. gallicum R602	Rhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3088	Methylacidiphilum kamchatkense Kam1	Methylacidiphilum	Verrucomicrobia	Bacteria	Methylacidiphilae	0	0	0
3089	Lyngbya confervoides BDU141951	Lyngbya	Cyanobacteria	Bacteria	Oscillatoriophycideae	2	2	0
3090	Geobacter pickeringii	Geobacter	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
3091	Azotobacter chroococcum NCIMB 8003	Azotobacter	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
3092	Pseudomonas balearica DSM 6083	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3093	Neisseria elongata subsp. glycolytica ATCC 29315	Neisseria	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
3094	Jeotgalibacillus malaysiensis	Jeotgalibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3095	Noviherbaspirillum autotrophicum	Noviherbaspirillum	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
3096	Corynebacterium humireducens NBRC 106098 = DSM 45392	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
3097	Streptomyces nodosus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
3098	Celeribacter indicus	Celeribacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3099	Aeromonas eucrenophila	Aeromonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3100	Aeromonas fluvialis	Aeromonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3101	Aeromonas simiae	Aeromonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3102	Geoalkalibacter ferrihydriticus DSM 17813	Geoalkalibacter	Proteobacteria	Bacteria	Deltaproteobacteria	1	1	1
3103	Spiroplasma poulsonii	Spiroplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
3104	Clostridium polynesiense	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
3105	Actinomyces polynesiensis	Actinomyces	Actinobacteria	Bacteria	Actinomycetales	0	0	0
3106	Pyrinomonas methylaliphatogenes	Pyrinomonas	Acidobacteria	Bacteria	Blastocatellia	0	0	0
3107	Chromohalobacter japonicus	Chromohalobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3108	Oceanobacillus oncorhynchi	Oceanobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3109	Halomonas salina	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3110	Serratia symbiotica	Serratia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3111	Mesorhizobium plurifarium	Mesorhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3112	Ehrlichia minasensis	Ehrlichia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3113	Tessaracoccus massiliensis	Tessaracoccus	Actinobacteria	Bacteria	Propionibacteriales	0	0	0
3114	Nigerium massiliense	Nigerium	Actinobacteria	Bacteria	Propionibacteriales	0	0	0
3115	Pseudomonas massiliensis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
3116	Bhargavaea cecembensis	Bhargavaea	Firmicutes	Bacteria	Bacilli	0	0	0
3117	Sporosarcina koreensis	Sporosarcina	Firmicutes	Bacteria	Bacilli	0	0	0
3118	Psychroserpens mesophilus	Psychroserpens	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3119	Psychroserpens damuponensis	Psychroserpens	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3120	Streptomonospora alba	Streptomonospora	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
3121	Streptomyces albus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
3122	Geoalkalibacter subterraneus	Geoalkalibacter	Proteobacteria	Bacteria	Deltaproteobacteria	1	1	1
3123	Capnocytophaga canis	Capnocytophaga	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3124	Scytonema tolypothrichoides VB-61278	Scytonema	Cyanobacteria	Bacteria	Nostocales	1	1	0
3125	Rickettsia asembonensis	Rickettsia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3126	Methyloceanibacter caenitepidi	Methyloceanibacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3127	Thiolapillus brandeum	Thiolapillus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3128	Sulfuritalea hydrogenivorans sk43H	Sulfuritalea	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
3129	Thermotoga caldifontis AZM44c09	Thermotoga	Thermotogae	Bacteria	Thermotogales	0	0	0
3130	Thermotoga profunda AZM34c06	Thermotoga	Thermotogae	Bacteria	Thermotogales	0	0	0
3131	Thioploca ingrica	Thioploca	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3132	Mycoplasma canadense	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
3133	Lactobacillus paracasei subsp. paracasei JCM 8130	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3134	Wolbachia endosymbiont of Cimex lectularius	Wolbachia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
3135	Lactobacillus hokkaidonensis JCM 18461	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3136	Jeotgalibacillus soli	Jeotgalibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3137	Cohnella kolymensis	Cohnella	Firmicutes	Bacteria	Bacilli	0	0	0
3138	Jeotgalibacillus campisalis	Jeotgalibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3139	Acinetobacter rudis	Acinetobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3140	Beduini massiliensis	Beduini	Firmicutes	Bacteria	Clostridia	0	0	0
3141	Streptomyces vietnamensis	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
3142	Dehalococcoides mccartyi CG5	Dehalococcoides	Chloroflexi	Bacteria	Dehalococcoidia	0	0	0
3143	Marinobacter salarius	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3144	Nonlabens marinus S1-08	Nonlabens	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3145	Streptococcus iniae	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
3146	Lactobacillus heilongjiangensis	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3147	Gilvimarinus agarilyticus	Gilvimarinus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3148	Sanguibacteroides justesenii	Sanguibacteroides	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
3149	Cupriavidus basilensis	Cupriavidus	Proteobacteria	Bacteria	Betaproteobacteria	2	1	1
3150	Bacillus mycoides	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3151	Bacillus coagulans DSM 1 = ATCC 7050	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3152	Bacillus megaterium NBRC 15308 = ATCC 14581	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3153	Myroides profundi	Myroides	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3154	Clostridium beijerinckii	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
3155	Corynebacterium singulare	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
3156	Leucobacter komagatae	Leucobacter	Actinobacteria	Bacteria	Micrococcales	0	0	0
3157	Corynebacterium marinum DSM 44953	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
3158	Mycoplasma yeatsii GM274B	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
3159	Staphylococcus gallinarum	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
3160	Lactobacillus wasatchensis	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3161	Jannaschia aquimarina	Jannaschia	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
3162	Dethiosulfatarculus sandiegensis	Dethiosulfatarculus	Proteobacteria	Bacteria	Deltaproteobacteria	2	2	0
3163	Mastigocladus laminosus UU774	Mastigocladus	Cyanobacteria	Bacteria	Nostocales	1	1	0
3164	Staphylococcus microti	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
3165	Marinobacter excellens HL-55	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3166	Desulfonatronum thioautotrophicum	Desulfonatronum	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
3167	Desulfonatronovibrio magnus	Desulfonatronovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
3168	Thiomicrospira microaerophila	Thiomicrospira	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3169	Bacillus subterraneus	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
3170	Sphingomonas hengshuiensis	Sphingomonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
3171	Arcobacter anaerophilus	Arcobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
3172	Comamonas aquatica	Comamonas	Proteobacteria	Bacteria	Betaproteobacteria	1	1	1
3173	Rhodopseudomonas palustris	Rhodopseudomonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
3174	Acidovorax temperans	Acidovorax	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
3175	Skermanella aerolata KACC 11604	Skermanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
3176	Agreia bicolorata	Agreia	Actinobacteria	Bacteria	Micrococcales	0	0	0
3177	Pseudomonas saudimassiliensis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3178	Gynuella sunshinyii YC6258	Gynuella	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
3179	Propionibacterium freudenreichii subsp. freudenreichii	Propionibacterium	Actinobacteria	Bacteria	Propionibacteriales	0	0	0
3180	Photobacterium gaetbulicola Gung47	Photobacterium	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3181	Siansivirga zeaxanthinifaciens CC-SAMT-1	Siansivirga	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3182	Mycoplasma dispar	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
3183	Risungbinella massiliensis	Risungbinella	Firmicutes	Bacteria	Bacilli	0	0	0
3184	Tamlana nanhaiensis	Tamlana	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3185	Syntrophaceticus schinkii	Syntrophaceticus	Firmicutes	Bacteria	Clostridia	0	0	0
3186	Shewanella algae	Shewanella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3187	Thalassomonas actiniarum	Thalassomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3188	Acidithrix ferrooxidans	Acidithrix	Actinobacteria	Bacteria	Acidimicrobiia	1	1	0
3189	Ruthenibacterium lactatiformans	Ruthenibacterium	Firmicutes	Bacteria	Clostridia	0	0	0
3190	Photobacterium kishitanii	Photobacterium	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3191	Photobacterium leiognathi	Photobacterium	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3192	Rouxiella chamberiensis	Rouxiella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3193	Aliterella atlantica CENA595	Aliterella	Cyanobacteria	Bacteria	Chroococcidiopsidales	1	1	0
3194	Aequorivita vladivostokensis	Aequorivita	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
3195	Legionella fallonii LLAP-10	Legionella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3196	Acholeplasma oculi	Acholeplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
3197	Xenorhabdus nematophila AN6/1	Xenorhabdus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
3198	Methylacidiphilum fumariolicum SolV	Methylacidiphilum	Verrucomicrobia	Bacteria	Methylacidiphilae	0	0	0
3199	Tatlockia micdadei	Tatlockia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
